Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Membran technology	UNCLEAR
Water treatment	UNCLEAR
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Applications	POSITIVE
clear explanations	POSITIVE
examples and exercises	POSITIVE
good examples	POSITIVE
Lecture from Prof. Bathen	POSITIVE
lecture is all about chemie	POSITIVE
Prof. Bathen teaches very good	POSITIVE
repetitions	POSITIVE
the clarity of the course which enables me to understand a field I have never heard before	POSITIVE
the explanations to the examples	POSITIVE
the way of explanations	POSITIVE
the way of teaching is perfect	POSITIVE
Types of Adsorption	POSITIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
combination of Lab can be helpful	NEGATIVE
exercise and lecture have to be conduct in more hours	NEGATIVE
exercises are not proporlly explained	NEGATIVE
i dont have any experience in Chemie because of that it is very hard for my to understand	NEGATIVE
some exercises are explained too fast	NEGATIVE
working on the exercise on board	NEGATIVE
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Keine Angabe	UNCLEAR
Logik	UNCLEAR
Logik	UNCLEAR
Logik	UNCLEAR
Logik	UNCLEAR
Logik	UNCLEAR
Logik	UNCLEAR
Logik	UNCLEAR
Logik	UNCLEAR
Logik	UNCLEAR
Datenstrukturen und Algorithmen	UNCLEAR
Datenstrukturen und Algorithmen	UNCLEAR
Datenstrukturen und Algorithmen	UNCLEAR
Datenstrukturen und Algorithmen	UNCLEAR
Datenstrukturen und Algorithmen	UNCLEAR
Modellierung	UNCLEAR
Modellierung	UNCLEAR
Modellierung	UNCLEAR
Mengen	UNCLEAR
Mengen	UNCLEAR
Mengenlehre	UNCLEAR
Mengenlehre	UNCLEAR
Algorithmen	UNCLEAR
Mathe	UNCLEAR
Mathematik	UNCLEAR
Mathematik für Informatiker 1	UNCLEAR
Mathematische Defintionen z.B. Mengen	UNCLEAR
Relation in diskrete Mathematik 1	UNCLEAR
Wahrscheinlichkeitsrechnung	UNCLEAR
XML	UNCLEAR
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Keine Angabe	POSITIVE
Beispiele in der Vorlesung	POSITIVE
Beispiele in der Vorlesung	POSITIVE
ausführliche Erklärungen der Übungen	POSITIVE
ausreichende Erklärungen und Beispiele in der Vorlesung	POSITIVE
Beispiele	POSITIVE
Beispiele an der Tafel	POSITIVE
Beispiele sind sehr hilfreich	POSITIVE
Beispiele zu den Folien	POSITIVE
der Inhalt	POSITIVE
Dozentin	POSITIVE
einfach zu verstehen	POSITIVE
Folien gut gestaltet	POSITIVE
Folien sind sehr gut strukturiert,Dozentin erklärt alles sehr verständlich	POSITIVE
genau Übung	POSITIVE
gute Übungsleiter, die den Stoff der Vorlesung gut nachbereiten und mehrere Ansätze zur Lösung geben	POSITIVE
gute Vorlesung	POSITIVE
Konzept von Sprachen/Grammatik/Automaten interessant	POSITIVE
nicht nur Theorie, sondern auch Anwendung	POSITIVE
Powerpointfolien	POSITIVE
praktische Beispiele und Anwendungen aus der Welt	POSITIVE
Schwierigkeitsgrad	POSITIVE
sehr gute Vorlesung	POSITIVE
Tempo	POSITIVE
Thematik	POSITIVE
Übungen sind genau aus den Vorlesungen	POSITIVE
viele Beispiele	POSITIVE
Vorlesungsinhalt	POSITIVE
war nie langweilig	POSITIVE
Zeigen von Beispielen	POSITIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
Keine Angabe	NEGATIVE
